first_name,last_name,max_speed_imp,max_speed_met,avg_speed_imp,avg_speed_met,shots_over_100,shots_90_to_100,shots_80_to_90,shots_70_to_80
Scott,Morrow,91.06,146.5469,66.1204,106.4105,0,1,6,24
Riley,Tufte,79.75,128.3452,41.8088,67.2847,0,0,0,1
Matěj ,Blümel,75.0,120.7008,53.843,86.6519,0,0,0,2
David,Kampf,80.4,129.3913,43.1087,69.3767,0,0,1,9
Jacob,Quillan,82.4,132.6099,57.3734,92.3336,0,0,2,4
Steven,Santini,88.26,142.0407,64.5386,103.8648,0,0,3,4
Declan,Carlile,85.84,138.1461,65.1622,104.8684,0,0,10,31
Jamie,Benn,90.18,145.1306,45.129,72.6281,0,1,5,11
Vladislav,Kolyachonok,85.99,138.3875,62.9138,101.2499,0,0,1,5
Sam,Morton,74.39,119.7191,46.3614,74.6115,0,0,0,2
Nick,Paul,82.93,133.4629,50.5314,81.3224,0,0,4,24
Jack,Devine,72.61,116.8545,50.1482,80.7057,0,0,0,1
Oscar,Fisker Molgaard,75.83,122.0366,52.8062,84.9833,0,0,0,4
Stephen,Halliday,81.76,131.58,47.0661,75.7456,0,0,2,7
Samuel,Poulin,78.69,126.6393,59.83,96.2871,0,0,0,2
Brendan,Gaunce,82.99,133.5595,55.4232,89.195,0,0,3,17
Florian,Xhekaj,78.36,126.1082,48.8988,78.6949,0,0,0,2
Connor,Clattenburg,82.84,133.3181,52.3283,84.2143,0,0,2,0
Jason,Polin,65.03,104.6556,48.792,78.5231,0,0,0,0
Nico,Sturm,83.87,134.9757,46.8074,75.3292,0,0,4,5
Brett,Berard,75.49,121.4894,51.8031,83.369,0,0,0,6
Erik,Gustafsson,82.5,132.7709,61.4843,98.9494,0,0,1,1
Tristan,Broz,69.81,112.3483,66.435,106.9168,0,0,0,0
Elias,Salomonsson,89.24,143.6179,65.3545,105.1779,0,0,14,28
Justin,Robidas,58.24,93.7282,53.5033,86.1053,0,0,0,0
Brendan,Smith,84.46,135.9252,68.6605,110.4983,0,0,3,3
Luca,Pinelli,80.8,130.035,52.75,84.8929,0,0,1,2
Ivan,Ivan,79.16,127.3957,49.58,79.7913,0,0,0,2
Adam,Engstrom,86.78,139.6589,68.5282,110.2855,0,0,4,12
Georgii,Merkulov,65.96,106.1523,65.96,106.1523,0,0,0,0
Travis,Mitchell,81.83,131.6926,63.7477,102.592,0,0,1,3
Reid,Schaefer,84.45,135.9091,52.0342,83.741,0,0,5,16
Kevin,Rooney,68.66,110.4976,56.96,91.6682,0,0,0,0
Dryden,Hunt,46.26,74.4483,32.51,52.3198,0,0,0,0
Bokondji,Imama,74.97,120.6525,51.5225,82.9174,0,0,0,1
Rutger,McGroarty,86.18,138.6933,50.4582,81.2047,0,0,1,11
Pavol,Regenda,81.96,131.9018,41.027,66.0265,0,0,1,4
Jack,Studnicka,78.72,126.6876,50.9708,82.0296,0,0,0,8
Maveric,Lamoureux,88.52,142.4591,76.1438,122.5415,0,0,2,4
Daniil,But,88.23,141.9924,50.0857,80.6051,0,0,10,8
Victor,Soderstrom,82.31,132.4651,69.2036,111.3724,0,0,1,6
Aleksanteri,Kaskimaki,77.85,125.2874,56.09,90.2681,0,0,0,2
Dennis,Gilbert,89.18,143.5213,77.2714,124.3563,0,0,3,3
Angus,Crookshank,73.42,118.158,53.4089,85.9533,0,0,0,1
Matt,Luff,84.86,136.5689,53.76,86.5183,0,0,1,0
Nils,Hoglander,93.61,150.6507,55.8628,89.9024,0,2,7,14
Ty,Murchison,71.32,114.7784,71.32,114.7784,0,0,0,2
Hunter,Brzustewicz,83.86,134.9596,65.2404,104.9943,0,0,2,19
Henry,Thrun,78.26,125.9473,63.122,101.585,0,0,0,2
Xavier,Parent,71.26,114.6819,51.282,82.5304,0,0,0,1
Robby,Fabbri,85.37,137.3897,50.3195,80.9814,0,0,2,7
Hugh,McGing,78.36,126.1082,70.8267,113.9845,0,0,0,2
Trevor,Kuntar,64.61,103.9797,64.61,103.9797,0,0,0,0
Nicolas,Aube-Kubel,80.84,130.0994,57.1267,91.9365,0,0,1,2
Matt,Kiersted,73.67,118.5604,68.66,110.4976,0,0,0,3
Bogdan,Trineyev,77.06,124.016,52.1167,83.8736,0,0,0,1
Dominic,Toninato,72.89,117.3051,48.1162,77.4354,0,0,0,2
Nick,Lardis,87.09,140.1578,57.1274,91.9376,0,0,13,30
Max,Jones,86.74,139.5945,51.9526,83.6097,0,0,4,4
Jacob,Melanson,78.66,126.591,49.3694,79.4523,0,0,0,11
Rasmus,Ristolainen,93.25,150.0713,65.4033,105.2564,0,3,23,38
John,Leonard,83.6,134.5412,55.9003,89.9629,0,0,2,7
Jack,St. Ivany,87.33,140.544,67.9093,109.2894,0,0,9,12
Quinn,Hutson,65.77,105.8466,47.6917,76.7523,0,0,0,0
Igor,Chernyshov,81.13,130.5661,47.6006,76.6057,0,0,1,8
Otto,Stenberg,81.21,130.6948,47.908,77.1004,0,0,1,9
Riley,Stillman,73.02,117.5143,61.255,98.5804,0,0,0,2
Carson,Lambos,78.67,126.6071,70.225,113.0162,0,0,0,1
Alexander,Kerfoot,76.82,123.6298,45.5546,73.3131,0,0,0,6
Denver,Barkey,79.4,127.7819,40.9744,65.9419,0,0,0,8
Ivan,Miroshnichenko,93.76,150.8921,52.0813,83.8168,0,1,0,6
Xavier,Bourgault,62.86,101.1634,42.5383,68.4588,0,0,0,0
Maxim,Groshev,76.56,123.2114,76.56,123.2114,0,0,0,1
Jaycob,Megna,67.49,108.6146,67.49,108.6146,0,0,0,0
Justin,Dowling,32.88,52.9152,18.49,29.7568,0,0,0,0
Matt,Benning,72.23,116.2429,72.23,116.2429,0,0,0,1
Cole,McWard,68.67,110.5137,68.67,110.5137,0,0,0,0
Anton,Blidh,76.93,123.8068,53.3875,85.9189,0,0,0,2
Brett,Leason,68.76,110.6585,50.21,80.8052,0,0,0,0
William,Stromgren,62.0,99.7793,62.0,99.7793,0,0,0,0
Andre,Lee,82.44,132.6743,54.0623,87.0049,0,0,2,2
Taylor,Ward,93.28,150.1196,58.2355,93.721,0,3,10,18
Tim,Washe,81.49,131.1454,45.5916,73.3725,0,0,2,5
Danil,Zhilkin,85.59,137.7438,53.492,86.087,0,0,1,0
Dylan,Coghlan,93.41,150.3288,73.7486,118.6868,0,1,2,2
Mikael,Pyyhtia,84.18,135.4746,56.6679,91.1981,0,0,1,1
Kevin,Korchinski,86.0,138.4036,66.188,106.5193,0,0,1,3
T.J.,Tynan,27.42,44.1282,27.42,44.1282,0,0,0,0
Sandis,Vilmanis,77.38,124.531,52.5364,84.5492,0,0,0,5
Johnathan,Kovacevic,88.84,142.9741,70.2455,113.0491,0,0,16,30
Tanner,Laczynski,76.96,123.8551,43.8655,70.5947,0,0,0,2
Tobias,Bjornfot,78.13,125.738,58.2884,93.8061,0,0,0,4
Konsta,Helenius,83.35,134.1388,66.5705,107.1348,0,0,4,6
Alex,Barré-Boulet,68.68,110.5297,68.255,109.8458,0,0,0,0
Matthew,Tkachuk,79.23,127.5083,50.4349,81.167,0,0,0,37
Lane,Pederson,80.86,130.1316,63.835,102.7325,0,0,1,1
Isaak,Phillips,89.9,144.68,71.35,114.8267,0,0,1,3
Lenni,Hameenaho,87.08,140.1417,58.291,93.8103,0,0,7,19
Martin,Pospisil,84.73,136.3597,60.0094,96.5757,0,0,2,10
Jonas,Rondbjerg,80.5,129.5522,42.8282,68.9253,0,0,1,1
Isaiah,George,76.66,123.3723,68.58,110.3688,0,0,0,2
Simon,Lundmark,66.39,106.8443,66.39,106.8443,0,0,0,0
Jared,Wright,88.82,142.9419,54.4115,87.5668,0,0,4,8
Josh,Samanski,74.67,120.1697,48.4658,77.9982,0,0,0,3
Andreas,Englund,75.3,121.1836,65.1933,104.9185,0,0,0,1
Keaton,Middleton,77.77,125.1587,66.4375,106.9208,0,0,0,2
Matthew,Poitras,77.11,124.0965,57.7983,93.0174,0,0,0,1
Marshall,Rifai,76.77,123.5493,54.945,88.4254,0,0,0,1
Kai,Uchacz,76.96,123.8551,59.7633,96.1798,0,0,0,1
Avery,Hayes,82.48,132.7387,51.579,83.0084,0,0,1,11
Mikulas,Hovorka,76.18,122.5998,49.6657,79.9292,0,0,0,1
Arttu,Hyry,86.82,139.7232,48.9619,78.7965,0,0,4,6
Ville,Heinola,78.15,125.7702,57.2667,92.1618,0,0,0,5
Brendan,Brisson,12.28,19.7627,12.28,19.7627,0,0,0,0
Zachary,L'Heureux,83.07,133.6882,43.1958,69.517,0,0,2,6
Dominik,Shine,74.38,119.703,42.6069,68.5691,0,0,0,1
Walker,Duehr,72.84,117.2246,34.0725,54.8344,0,0,0,1
Kenny,Connors,85.11,136.9713,60.2614,96.9814,0,0,2,1
Angus,Booth,63.2,101.7105,43.795,70.4812,0,0,0,0
Raphael,Lavoie,73.15,117.7235,53.13,85.5044,0,0,0,1
Tomas,Nosek,75.27,121.1353,46.9688,75.5889,0,0,0,4
Ryan,Ufko,88.0,141.6223,60.4746,97.3245,0,0,4,5
Alex,Bump,86.62,139.4014,57.8198,93.0519,0,0,1,14
Justin,Holl,71.59,115.2129,64.4993,103.8016,0,0,0,3
Bo,Groulx,83.0,133.5756,59.7883,96.2199,0,0,4,6
Theo,Lindstein,85.56,137.6955,65.9246,106.0953,0,0,5,18
Michael,Pezzetta,78.54,126.3979,54.5467,87.7844,0,0,0,1
Sheldon,Dries,72.04,115.9371,49.1025,79.0228,0,0,0,1
Mike,Benning,90.41,145.5008,71.2742,114.7047,0,1,7,23
Nolan,Foote,73.64,118.5121,49.5077,79.675,0,0,0,3
Cole,Hutson,87.77,141.2521,67.1594,108.0826,0,0,9,16
Connor,Mackey,87.03,140.0612,74.6333,120.1107,0,0,1,4
Garrett,Wilson,73.05,117.5626,63.305,101.8795,0,0,0,1
Roby,Jarventie,66.7,107.3432,41.1033,66.1494,0,0,0,0
Tyson,Gross,70.32,113.1691,39.73,63.9392,0,0,0,1
Lassi,Thomson,93.32,150.184,72.8373,117.2203,0,2,7,13
Jorian,Donovan,69.73,112.2196,69.675,112.131,0,0,0,0
Carter,Yakemchuk,91.28,146.9009,72.2377,116.2553,0,1,3,7
Anton,Frondell,93.56,150.5702,61.8238,99.4957,0,1,11,19
Logan,O'Connor,87.92,141.4935,64.9479,104.5235,0,0,4,5
Adam,Sykora,74.2,119.4133,50.058,80.5605,0,0,0,6
Sacha,Boisvert,80.28,129.1981,66.2364,106.5971,0,0,1,4
Drew,Fortescue,76.75,123.5172,65.2408,104.9948,0,0,0,5
Carter,Mazur,76.34,122.8573,57.3017,92.2181,0,0,0,1
Cameron,Hughes,49.39,79.4855,39.82,64.0841,0,0,0,0
Porter,Martone,86.48,139.1761,53.3608,85.8759,0,0,6,10
Nathan,Gaucher,81.32,130.8719,78.59,126.4783,0,0,1,1
Cameron,Crotty,84.15,135.4263,65.7233,105.7715,0,0,2,1
Ty,Mueller,71.1,114.4244,38.8457,62.5161,0,0,0,1
Marc,McLaughlin,82.57,132.8835,58.755,94.557,0,0,1,0
Tyson,Hinds,85.57,137.7116,67.4953,108.6231,0,0,3,4
Dylan,Duke,77.62,124.9173,68.64,110.4654,0,0,0,1
Aydar,Suniev,83.94,135.0883,63.7243,102.5543,0,0,2,4
Ilya,Protas,78.69,126.6393,51.016,82.1023,0,0,0,2
Marek,Alscher,84.24,135.5711,68.3808,110.0482,0,0,2,4
Ludvig,Jansson,82.39,132.5939,66.3283,106.7451,0,0,2,3
Luke,Haymes,77.78,125.1748,53.2886,85.7596,0,0,0,1
Skyler,Brind'Amour,78.3,126.0116,55.43,89.2059,0,0,0,3
Josiah,Slavin,82.98,133.5434,54.705,88.0392,0,0,1,0
Jordan,Oesterle,72.05,115.9532,62.375,100.3828,0,0,0,1
William,Villeneuve,77.0,123.9195,66.586,107.1598,0,0,0,2
Wilmer,Skoog,76.12,122.5033,57.2567,92.1457,0,0,0,1
Abram,Wiebe,69.66,112.1069,64.832,104.337,0,0,0,0
David,Reinbacher,81.99,131.9501,68.844,110.7937,0,0,1,1
James,Hagens,77.67,124.9977,53.202,85.6203,0,0,0,1
Topias,Vilen,73.82,118.8018,73.82,118.8018,0,0,0,1
Kirill,Kudryavtsev,74.15,119.3329,68.93,110.9321,0,0,0,4
Ryan,Tverberg,40.49,65.1623,40.49,65.1623,0,0,0,0
Viking,Gustafsson Nyberg,56.95,91.6521,56.95,91.6521,0,0,0,0
Luca,Cagnoni,80.38,129.3591,63.4175,102.0606,0,0,1,4
Brayden,Yager,80.53,129.6005,71.37,114.8589,0,0,1,1
Liam,Foudy,77.91,125.384,70.14,112.8794,0,0,0,1
Ronan,Seeley,66.18,106.5064,66.18,106.5064,0,0,0,0
Felix,Unger Sorum,51.01,82.0926,39.305,63.2553,0,0,0,0
Victor,Eklund,63.17,101.6623,62.395,100.415,0,0,0,0
Hunter,McDonald,82.2,132.2881,82.2,132.2881,0,0,1,0
Oliver,Bonk,80.03,128.7958,80.03,128.7958,0,0,1,0
Rafael,Harvey-Pinard,75.72,121.8595,75.72,121.8595,0,0,0,1
Jake,Livanavage,67.15,108.0674,38.56,62.0563,0,0,0,0
Kevin,Gravel,71.4,114.9072,71.4,114.9072,0,0,0,1
Tristan,Luneau,67.49,108.6146,60.1467,96.7967,0,0,0,0
Cole,O'Hara,54.96,88.4495,54.96,88.4495,0,0,0,0
