player_id,games_played,goals,assists,points,game_win_goals,ot_goals,shots,shooting_pctg,pim,plus_minus,pp_goals,pp_points,sh_goals,sh_points
8482737,72,19,17,36,0,0,120,0.158333,37,20,7,12,0,0
8484227,74,18,27,45,1,0,127,0.141732,18,-15,5,12,0,0
8484801,70,25,38,63,4,1,236,0.105932,28,-31,8,22,0,0
8470613,82,6,23,29,0,0,174,0.034483,28,7,0,3,0,0
8473533,75,13,23,36,3,0,107,0.121495,16,15,0,0,2,2
8474151,82,4,27,31,2,0,78,0.051282,22,43,0,1,1,3
8474715,39,4,5,9,0,0,47,0.085106,11,-4,1,1,0,0
8475167,79,15,51,66,1,0,181,0.082873,30,18,4,26,0,0
8475200,76,6,22,28,2,0,117,0.051282,24,16,0,1,0,0
8476453,78,37,84,121,9,1,265,0.139623,45,22,8,46,0,0
8476822,77,4,3,7,0,0,51,0.078431,10,-9,0,0,1,2
8476878,82,2,4,6,1,0,83,0.024096,47,-7,0,0,0,0
8476906,70,7,38,45,0,0,122,0.057377,52,1,4,27,0,0
8476921,79,15,21,36,3,0,112,0.133929,18,16,0,0,0,1
8476958,80,6,21,27,2,0,110,0.054545,8,16,0,0,0,3
8477404,80,41,39,80,5,0,217,0.18894,24,18,17,28,1,1
8477426,76,22,19,41,3,1,141,0.156028,30,13,2,5,0,1
8477478,43,4,7,11,1,0,48,0.083333,16,0,0,0,0,0
8478010,77,42,40,82,7,2,189,0.222222,7,17,16,31,0,0
8478178,73,6,31,37,0,0,108,0.055556,14,9,2,9,0,0
8478416,76,3,18,21,0,0,64,0.046875,50,29,0,0,0,2
8478427,79,29,45,74,9,5,207,0.140097,46,7,5,23,3,7
8478458,81,22,17,39,2,0,139,0.158273,10,-10,1,2,0,0
8478519,80,27,32,59,2,0,160,0.16875,28,30,3,5,4,7
8478970,79,7,11,18,2,0,114,0.061404,54,22,0,0,0,1
8479542,82,35,55,90,4,0,228,0.153509,58,33,0,11,3,7
8480039,79,27,56,83,8,0,194,0.139175,16,5,12,37,0,0
8480246,74,6,13,19,1,0,66,0.090909,20,8,0,0,0,0
8480336,82,5,11,16,0,0,144,0.034722,46,-7,0,0,0,0
8480762,82,14,18,32,1,0,110,0.127273,10,14,0,0,0,0
8480829,78,12,21,33,1,0,115,0.104348,50,9,0,1,0,0
8480830,72,20,28,48,2,0,180,0.111111,59,-8,10,18,0,0
8480835,72,8,10,18,2,0,93,0.086022,22,1,1,2,0,0
8482070,66,12,6,18,2,0,68,0.176471,21,-3,4,4,0,0
8482093,73,32,35,67,2,0,204,0.156863,16,12,7,19,5,7
8482655,54,2,12,14,0,0,48,0.041667,22,20,0,1,1,1
8482809,80,17,17,34,6,0,142,0.119718,30,10,5,7,0,0
8482929,76,1,18,19,1,0,46,0.021739,105,-1,0,0,0,1
8483447,52,8,6,14,3,0,60,0.133333,16,-4,1,2,0,0
8476960,8,1,0,1,0,0,8,0.125,0,-1,0,0,0,0
8482176,57,4,4,8,0,0,66,0.060606,14,0,0,0,0,0
8473446,36,2,3,5,0,0,37,0.054054,15,1,0,0,0,1
8476461,79,15,30,45,2,1,155,0.096774,41,1,1,4,0,0
8476872,80,13,18,31,2,1,125,0.104,32,-18,0,0,1,2
8477499,63,4,15,19,2,1,100,0.04,14,3,0,3,0,0
8477903,67,10,11,21,1,0,80,0.125,58,5,0,0,2,2
8477948,82,8,22,30,0,0,139,0.057554,40,-6,0,2,0,2
8478439,82,24,52,76,3,0,188,0.12766,53,-17,8,17,1,3
8478454,35,0,0,0,0,0,26,0.0,21,-12,0,0,0,0
8480015,77,20,23,43,2,1,188,0.106383,16,-12,0,7,0,0
8480028,81,14,23,37,2,0,144,0.097222,22,-17,2,15,0,0
8480068,68,12,19,31,1,0,71,0.169014,16,-4,2,3,0,1
8480459,81,25,21,46,3,0,138,0.181159,18,2,2,5,1,2
8480797,81,11,14,25,1,0,151,0.072848,34,-17,0,4,0,0
8481178,63,3,12,15,1,0,37,0.081081,6,-14,0,0,0,0
8481546,66,4,13,17,1,0,65,0.061538,26,-8,0,0,0,0
8481553,79,12,29,41,2,0,105,0.114286,22,-11,2,4,0,0
8482142,70,7,13,20,1,0,63,0.111111,22,-32,2,7,0,0
8482159,81,25,18,43,2,0,142,0.176056,49,-9,6,8,0,0
8484387,80,26,37,63,3,3,199,0.130653,46,-18,8,17,0,0
8484779,4,0,0,0,0,0,3,0.0,2,-3,0,0,0,0
8480058,47,0,3,3,0,0,42,0.0,45,-22,0,0,0,0
8481655,42,1,7,8,0,0,32,0.03125,0,3,0,0,0,0
8483505,33,1,10,11,1,0,29,0.034483,8,-5,0,0,0,0
8478502,29,0,6,6,0,0,9,0.0,50,-3,0,0,0,0
8480825,17,1,0,1,0,0,15,0.066667,0,-3,0,0,0,0
8475810,71,31,34,65,5,2,191,0.162304,18,-21,5,18,0,0
8479772,21,2,1,3,0,0,26,0.076923,21,0,0,0,0,0
8475718,73,2,6,8,0,0,41,0.04878,16,-7,0,0,0,0
8481607,61,3,6,9,2,0,48,0.0625,30,-11,0,0,0,0
8479591,77,9,7,16,2,0,142,0.06338,63,1,0,0,0,0
8480883,8,1,1,2,0,0,14,0.071429,4,1,1,1,0,0
8482201,60,8,12,20,1,0,61,0.131148,14,7,1,2,0,0
8484929,18,0,4,4,0,0,11,0.0,9,0,0,0,0,1
8482460,42,3,5,8,0,0,30,0.1,67,7,0,0,0,0
8471214,65,44,29,73,7,1,237,0.185654,14,15,14,22,0,0
8474590,79,5,46,51,0,0,167,0.02994,22,17,1,14,0,0
8475343,82,14,13,27,3,0,86,0.162791,56,7,0,0,2,2
8476880,81,33,32,65,6,2,169,0.195266,100,20,11,17,2,5
8477845,82,1,20,21,0,0,80,0.0125,34,20,0,0,0,0
8477947,3,0,0,0,0,0,4,0.0,0,-3,0,0,0,0
8478233,81,14,14,28,3,0,95,0.147368,24,0,0,4,1,1
8478440,82,29,53,82,3,0,149,0.194631,34,2,9,34,0,0
8478911,69,3,21,24,0,0,84,0.035714,25,18,0,0,0,0
8479345,74,20,27,47,6,1,179,0.111732,52,17,5,15,0,0
8479390,80,7,20,27,1,0,93,0.075269,18,-7,0,1,0,0
8479400,82,20,46,66,4,1,142,0.140845,76,27,4,14,0,0
8479520,82,9,12,21,1,0,83,0.108434,98,3,0,0,0,1
8480796,81,5,20,25,0,0,76,0.065789,25,18,0,0,0,2
8480873,82,4,26,30,0,0,78,0.051282,23,13,1,5,0,0
8481580,82,26,31,57,5,0,177,0.146893,49,19,4,10,0,1
8481656,76,30,36,66,6,1,142,0.211268,18,40,0,1,3,5
8482148,27,0,8,8,0,0,18,0.0,4,-3,0,0,0,0
8475780,28,1,0,1,0,0,29,0.034483,14,-8,0,0,0,0
8477993,21,2,6,8,0,0,9,0.222222,11,6,0,0,0,0
8480220,78,16,21,37,2,0,110,0.145455,14,3,1,3,0,0
8473986,82,19,18,37,5,1,134,0.141791,30,12,0,3,1,2
8475208,80,3,19,22,1,1,69,0.043478,14,-1,0,0,0,0
8475462,81,1,15,16,0,0,89,0.011236,86,4,0,0,0,0
8475764,68,9,31,40,1,1,88,0.102273,14,12,2,8,0,0
8476458,82,10,31,41,3,0,137,0.072993,70,-3,0,6,0,0
8476934,26,4,4,8,0,0,30,0.133333,0,1,0,0,0,0
8477952,44,8,8,16,0,0,65,0.123077,20,-6,0,0,0,0
8478366,81,21,24,45,1,0,234,0.089744,80,-9,3,5,1,1
8478873,77,21,34,55,4,1,188,0.111702,20,0,4,11,0,0
8479336,56,3,6,9,0,0,88,0.034091,24,-21,0,0,0,0
8480011,35,1,6,7,0,0,28,0.035714,27,-6,0,1,0,0
8480806,79,4,11,15,1,0,60,0.066667,10,-12,0,1,0,0
8481517,62,5,12,17,0,0,79,0.063291,22,-2,1,2,0,0
8481533,57,12,20,32,1,0,98,0.122449,23,-8,1,4,0,0
8482745,76,22,30,52,2,1,180,0.122222,38,0,6,12,0,0
8482803,62,7,13,20,0,0,130,0.053846,20,1,1,5,0,0
8483445,82,20,24,44,3,2,190,0.105263,20,8,2,6,0,0
8483482,6,0,0,0,0,0,6,0.0,2,-5,0,0,0,0
8483490,68,5,14,19,0,0,69,0.072464,20,-4,0,3,0,0
8484153,76,20,25,45,5,2,114,0.175439,14,6,4,7,1,2
8480990,66,2,10,12,1,0,69,0.028986,10,-5,1,2,0,0
8483499,24,2,3,5,1,0,32,0.0625,2,-6,0,1,0,0
8474090,32,1,5,6,0,0,27,0.037037,33,-9,0,0,1,1
8479372,64,0,9,9,0,0,58,0.0,20,5,0,0,0,0
8475197,13,1,2,3,0,0,19,0.052632,4,-7,0,2,0,0
8479442,66,3,4,7,0,0,55,0.054545,27,-2,0,0,0,0
8482679,77,24,23,47,4,1,180,0.133333,25,6,5,17,0,0
8480001,51,2,14,16,0,0,42,0.047619,18,8,0,0,0,0
8475766,13,3,0,3,0,0,13,0.230769,17,1,0,0,0,0
8478854,39,2,3,5,0,0,19,0.105263,14,-9,0,1,0,0
8478430,19,1,4,5,0,0,6,0.166667,8,-2,0,0,0,0
8481206,8,0,2,2,0,0,9,0.0,6,-4,0,0,0,0
8477839,5,0,0,0,0,0,3,0.0,4,-2,0,0,0,0
8483395,13,1,0,1,1,0,8,0.125,0,-5,0,0,0,0
8475795,17,0,2,2,0,0,10,0.0,28,-3,0,0,0,0
8477944,39,9,5,14,4,0,47,0.191489,10,-4,4,4,0,0
8480887,33,1,4,5,0,0,15,0.066667,6,-1,0,0,0,0
8476438,72,13,17,30,1,0,127,0.102362,6,-8,0,3,0,0
8482094,1,0,0,0,0,0,2,0.0,0,0,0,0,0,0
8481704,48,6,10,16,0,0,30,0.2,19,-5,0,1,0,0
8482145,73,11,14,25,1,0,80,0.1375,8,6,1,3,0,0
8477971,35,1,2,3,0,0,17,0.058824,48,-9,0,0,0,0
8478452,6,0,0,0,0,0,6,0.0,2,-1,0,0,0,0
8480043,68,6,11,17,0,0,102,0.058824,38,-25,2,4,0,0
8481737,8,0,0,0,0,0,4,0.0,22,0,0,0,0,0
8474145,17,0,2,2,0,0,8,0.0,22,-2,0,0,0,0
8480879,40,2,6,8,0,0,32,0.0625,17,5,0,0,0,0
8480073,28,3,5,8,1,0,33,0.090909,17,-4,0,1,0,0
8479941,61,9,12,21,1,0,94,0.095745,18,-6,0,1,1,1
8482117,70,8,14,22,1,0,72,0.111111,12,-16,0,2,0,0
8479379,13,0,0,0,0,0,5,0.0,18,-3,0,0,0,0
8477527,43,1,3,4,1,0,9,0.111111,72,-2,0,0,0,0
8478424,62,2,4,6,1,0,49,0.040816,21,-13,0,0,0,0
8481743,46,2,7,9,0,0,76,0.026316,21,-3,0,0,0,0
8483464,77,19,18,37,3,1,145,0.131034,34,1,2,4,0,0
8481712,7,1,0,1,0,0,10,0.1,0,-1,0,0,0,0
8477244,5,0,1,1,0,0,1,0.0,0,2,0,0,0,0
8479328,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8481593,56,2,11,13,0,0,47,0.042553,52,2,0,0,0,0
8482733,7,2,2,4,0,0,10,0.2,6,-5,0,0,0,0
8483460,12,1,2,3,0,0,9,0.111111,6,0,0,0,0,0
8479977,12,2,1,3,0,0,13,0.153846,2,-1,1,2,0,0
8479378,63,1,13,14,0,0,49,0.020408,78,9,0,0,0,0
8481019,36,2,4,6,0,0,30,0.066667,7,10,0,0,0,0
8481703,13,2,1,3,0,0,8,0.25,4,-4,2,2,0,0
8482144,31,4,6,10,0,0,41,0.097561,10,-9,0,3,0,0
8481605,75,14,29,43,2,0,134,0.104478,28,0,2,9,0,1
8475235,31,2,1,3,0,0,25,0.08,15,-9,0,0,0,0
8476372,77,3,17,20,1,0,82,0.036585,36,10,0,0,0,0
8481536,1,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8479324,72,4,18,22,0,0,63,0.063492,40,0,0,0,0,2
8479543,25,0,0,0,0,0,14,0.0,24,-2,0,0,0,0
8480853,2,0,0,0,0,0,1,0.0,0,-1,0,0,0,0
8482742,62,5,10,15,0,0,78,0.064103,63,-6,0,1,0,0
8481527,40,0,10,10,0,0,34,0.0,2,15,0,0,0,0
8476897,67,6,14,20,0,0,60,0.1,32,-6,4,7,0,0
8481059,35,2,7,9,0,0,18,0.111111,10,-3,0,0,0,0
8477488,72,3,14,17,0,0,99,0.030303,29,-5,0,0,1,1
8482684,71,7,37,44,1,0,121,0.057851,16,-9,0,16,0,0
8483472,15,1,2,3,0,0,17,0.058824,42,3,0,0,0,0
8481133,17,1,1,2,0,0,13,0.076923,15,-4,0,0,0,0
8475760,66,8,11,19,0,0,115,0.069565,16,-2,1,1,0,0
8479026,36,2,3,5,0,0,46,0.043478,15,0,0,0,0,0
8477810,53,2,7,9,1,0,42,0.047619,21,12,0,0,0,0
8481068,73,17,15,32,2,0,128,0.132813,8,-9,5,8,1,1
8474709,32,0,2,2,0,0,17,0.0,10,-5,0,0,0,0
8478115,62,8,7,15,2,0,93,0.086022,16,-7,0,0,0,0
8479395,39,3,7,10,0,0,30,0.1,10,-3,0,2,0,0
8476448,53,9,20,29,4,0,119,0.07563,4,17,0,6,2,2
8482126,42,1,6,7,0,0,52,0.019231,16,-5,0,3,0,0
8482859,56,1,3,4,0,0,26,0.038462,45,-8,0,0,0,0
8475958,3,1,1,2,0,0,1,1.0,2,2,0,0,0,0
8477392,43,2,2,4,0,0,51,0.039216,6,-4,0,0,0,0
8480851,25,1,2,3,0,0,20,0.05,7,-4,0,0,0,0
8482206,6,1,0,1,0,0,5,0.2,2,-2,0,0,0,0
8476391,9,0,1,1,0,0,5,0.0,4,-1,0,0,0,0
8475413,52,2,5,7,0,0,34,0.058824,6,-6,0,0,0,0
8479985,14,0,1,1,0,0,16,0.0,0,1,0,0,0,0
8481481,59,11,9,20,1,0,51,0.215686,26,-4,1,1,1,1
8480823,8,0,0,0,0,0,7,0.0,0,2,0,0,0,0
8479465,7,0,1,1,0,0,6,0.0,5,0,0,0,0,0
8481491,15,0,2,2,0,0,17,0.0,2,1,0,0,0,0
8477931,59,1,8,9,0,0,47,0.021277,10,4,1,1,0,1
8481716,73,23,24,47,1,0,154,0.149351,55,17,8,11,0,0
8482192,3,1,0,1,0,0,3,0.333333,0,0,0,0,0,0
8480196,48,0,7,7,0,0,20,0.0,10,-9,0,0,0,0
8485105,10,0,0,0,0,0,4,0.0,0,0,0,0,0,0
8476918,43,5,3,8,0,0,36,0.138889,0,-4,0,0,0,0
8480306,13,0,2,2,0,0,10,0.0,4,1,0,0,0,0
8481541,1,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8474870,9,0,2,2,0,0,6,0.0,10,-1,0,1,0,0
8483448,33,1,4,5,1,0,26,0.038462,6,-3,0,0,0,0
8477401,20,1,1,2,0,0,20,0.05,31,0,0,0,0,0
8477476,69,27,18,45,5,0,148,0.182432,34,36,1,5,1,1
8482751,12,0,1,1,0,0,15,0.0,2,-11,0,0,0,0
8477018,11,0,2,2,0,0,11,0.0,0,0,0,0,0,0
8478409,15,2,4,6,0,0,19,0.105263,0,-3,0,1,0,0
8483549,7,1,0,1,0,0,5,0.2,0,-2,0,0,0,0
8480007,13,0,0,0,0,0,11,0.0,0,-4,0,0,0,0
8482726,50,4,3,7,1,0,29,0.137931,25,1,0,0,0,0
8479370,39,4,5,9,0,0,44,0.090909,33,2,0,0,0,0
8480980,48,4,6,10,0,0,55,0.072727,14,-3,0,0,0,1
8483476,24,3,3,6,0,0,30,0.1,2,-6,0,2,0,0
8481591,7,0,1,1,0,0,3,0.0,2,1,0,0,0,0
8475825,2,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8482634,7,1,1,2,0,0,7,0.142857,0,3,0,0,0,0
8480844,1,0,0,0,0,0,0,0.0,2,0,0,0,0,0
8477851,37,4,6,10,0,0,38,0.105263,4,0,0,0,0,0
8477887,15,0,1,1,0,0,11,0.0,8,-2,0,0,0,0
8478057,57,7,7,14,0,0,52,0.134615,38,-13,1,2,1,1
8476442,32,1,2,3,0,0,31,0.032258,4,-8,0,1,0,0
8477501,43,21,13,34,0,0,118,0.177966,8,11,5,8,0,0
8481563,56,4,9,13,1,0,63,0.063492,47,6,0,0,0,1
8481461,4,0,0,0,0,0,4,0.0,0,0,0,0,0,0
8483567,6,0,1,1,0,0,7,0.0,2,-1,0,0,0,0
8482102,7,0,0,0,0,0,8,0.0,2,-1,0,0,0,0
8483503,25,1,2,3,0,0,15,0.066667,6,-5,0,0,0,0
8482829,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8479421,49,1,7,8,0,0,30,0.033333,10,2,0,0,0,0
8483570,8,0,0,0,0,0,4,0.0,2,-2,0,0,0,0
8479705,5,0,0,0,0,0,3,0.0,14,-1,0,0,0,0
8482169,6,0,1,1,0,0,5,0.0,2,0,0,0,0,0
8477384,10,0,1,1,0,0,9,0.0,11,-2,0,0,0,0
8480259,26,0,0,0,0,0,24,0.0,10,-3,0,0,0,0
8482118,32,10,2,12,1,0,41,0.243902,2,-4,2,2,0,0
8482250,7,1,0,1,0,0,12,0.083333,2,2,0,0,0,0
8483489,21,3,2,5,1,0,24,0.125,2,-5,0,1,0,0
8483733,7,0,0,0,0,0,2,0.0,2,-3,0,0,0,0
8477462,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8480032,4,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8476913,55,1,4,5,0,0,41,0.02439,6,-8,0,0,0,0
8481806,32,3,1,4,0,0,28,0.107143,10,-6,0,0,0,0
8476329,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8484136,29,3,4,7,0,0,31,0.096774,0,1,0,0,0,0
8481518,7,0,1,1,0,0,5,0.0,0,0,0,0,0,0
8483491,18,1,3,4,0,0,14,0.071429,0,1,0,1,0,0
8482768,52,8,9,17,2,1,64,0.125,14,-17,2,5,0,0
8482765,8,0,1,1,0,0,8,0.0,0,-3,0,0,0,0
8479423,5,0,0,0,0,0,4,0.0,4,-1,0,0,0,0
8482132,35,6,4,10,1,0,59,0.101695,8,-6,0,0,0,0
8481462,1,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8481572,18,0,1,1,0,0,12,0.0,4,6,0,0,0,0
8483397,14,2,1,3,0,0,13,0.153846,0,-2,0,0,0,0
8482749,12,2,0,2,0,0,14,0.142857,2,-6,0,0,0,0
8482482,23,1,4,5,0,0,33,0.030303,6,3,0,0,0,0
8483565,60,4,12,16,2,1,84,0.047619,24,-2,1,6,0,0
8482507,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8475755,5,0,0,0,0,0,5,0.0,4,-2,0,0,0,0
8479639,6,0,0,0,0,0,9,0.0,4,1,0,0,0,0
8478477,28,1,2,3,0,0,19,0.052632,6,-8,0,0,0,0
8481594,3,0,0,0,0,0,3,0.0,0,-1,0,0,0,0
8482635,2,0,1,1,0,0,2,0.0,0,0,0,0,0,0
8479339,52,20,13,33,5,1,116,0.172414,14,-14,15,19,0,0
8483471,5,0,1,1,0,0,1,0.0,2,0,0,0,0,0
8481592,49,7,12,19,1,0,54,0.12963,10,7,0,0,0,0
8482652,24,2,1,3,0,0,15,0.133333,0,-11,0,0,0,0
8482896,21,3,2,5,0,0,11,0.272727,2,-2,1,1,0,0
8481147,3,0,0,0,0,0,1,0.0,0,0,0,0,0,0
8479387,41,0,2,2,0,0,44,0.0,28,0,0,0,0,0
8481564,3,0,0,0,0,0,3,0.0,4,-2,0,0,0,0
8483466,16,1,1,2,0,0,14,0.071429,8,-5,0,0,0,0
8482787,4,2,1,3,0,0,6,0.333333,0,1,0,1,0,0
8478017,5,0,0,0,0,0,4,0.0,10,-4,0,0,0,0
8482166,30,2,7,9,0,0,30,0.066667,8,-7,0,2,0,0
8475857,6,0,1,1,0,0,6,0.0,0,3,0,0,0,0
8483425,38,4,5,9,1,0,39,0.102564,41,2,0,0,0,0
8477463,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0
8483493,53,12,14,26,2,1,91,0.131868,24,-11,1,4,1,2
8482067,2,0,0,0,0,0,1,0.0,5,0,0,0,0,0
8483398,3,1,0,1,0,0,3,0.333333,0,2,0,0,0,0
8479746,5,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8476867,12,0,1,1,0,0,11,0.0,4,-4,0,0,0,0
8481006,38,3,4,7,0,0,33,0.090909,55,4,0,0,0,1
8482744,2,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8476858,20,1,5,6,0,0,23,0.043478,4,-2,0,0,0,0
8479550,8,1,0,1,0,0,2,0.5,6,-1,0,0,0,0
8481024,23,3,3,6,1,0,28,0.107143,6,5,1,2,0,0
8484976,17,0,0,0,0,0,8,0.0,2,-3,0,0,0,0
8478021,7,0,1,1,0,0,5,0.0,4,-1,0,0,0,0
8480245,19,0,5,5,0,0,10,0.0,2,-3,0,1,0,0
8479335,6,0,0,0,0,0,2,0.0,2,-2,0,0,0,0
8477541,4,0,1,1,0,0,6,0.0,2,-2,0,0,0,0
8483485,45,4,9,13,0,0,44,0.090909,20,4,0,0,0,0
8482763,12,1,2,3,1,0,21,0.047619,6,-4,1,1,0,0
8484829,5,0,1,1,0,0,3,0.0,0,1,0,0,0,0
8479594,1,0,0,0,0,0,4,0.0,2,0,0,0,0,0
8484321,41,1,3,4,0,0,43,0.023256,20,-2,0,0,0,0
8476994,38,5,5,10,1,0,48,0.104167,10,2,3,3,0,0
8484938,5,0,1,1,0,0,5,0.0,0,0,0,0,0,0
8482712,2,0,0,0,0,0,3,0.0,0,0,0,0,0,0
8478465,3,0,0,0,0,0,2,0.0,0,0,0,0,0,0
8471709,27,1,2,3,0,0,20,0.05,2,-10,0,0,0,1
8484911,33,5,6,11,1,0,40,0.125,8,-4,1,4,1,1
8482703,25,2,5,7,0,0,27,0.074074,17,-3,0,0,0,0
8481056,23,0,3,3,0,0,15,0.0,4,-7,0,0,0,0
8482103,5,0,1,1,0,0,4,0.0,0,1,0,0,0,0
8481754,20,4,2,6,0,0,20,0.2,2,-4,0,0,0,0
8481600,14,0,0,0,0,0,10,0.0,2,-3,0,0,0,0
8480890,2,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8474563,30,4,13,17,1,0,46,0.086957,20,9,0,6,1,1
8478211,5,0,3,3,0,0,5,0.0,0,-1,0,0,0,0
8482408,12,0,1,1,0,0,13,0.0,7,-1,0,0,0,0
8483406,1,1,0,1,0,0,4,0.25,0,0,1,1,0,0
8484150,1,0,0,0,0,0,2,0.0,2,2,0,0,0,0
8484234,1,0,0,0,0,0,1,0.0,0,2,0,0,0,0
8484768,1,1,0,1,0,0,2,0.5,2,3,0,0,0,0
8484821,1,1,0,1,1,0,1,1.0,0,1,0,0,0,0
8481560,14,3,1,4,0,0,21,0.142857,2,2,0,0,0,0
8483432,15,2,6,8,0,0,18,0.111111,0,2,0,1,0,0
8483538,1,0,0,0,0,0,0,0.0,2,0,0,0,0,0
8483573,24,4,3,7,1,0,23,0.173913,6,3,0,1,0,0
8480084,20,1,5,6,0,0,24,0.041667,0,4,0,0,0,0
8478146,41,2,4,6,1,0,33,0.060606,10,-5,0,0,0,0
8476952,5,0,0,0,0,0,2,0.0,0,0,0,0,0,0
8482209,5,0,4,4,0,0,3,0.0,0,3,0,1,0,0
8479968,26,3,2,5,0,0,52,0.057692,6,-9,0,0,0,0
8480828,17,1,0,1,0,0,9,0.111111,7,-5,0,0,0,0
8482090,1,0,0,0,0,0,1,0.0,0,1,0,0,0,0
8483553,39,8,1,9,1,0,41,0.195122,11,-4,0,0,0,0
8484255,2,0,0,0,0,0,3,0.0,0,0,0,0,0,0
8478507,35,1,13,14,0,0,30,0.033333,2,1,0,0,0,0
8482131,2,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8483531,2,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8481719,5,0,0,0,0,0,8,0.0,0,0,0,0,0,0
8483424,12,0,1,1,0,0,10,0.0,0,-2,0,0,0,0
8479022,22,2,3,5,0,0,25,0.08,4,-10,0,0,0,0
8481725,26,4,7,11,1,0,38,0.105263,6,2,0,0,0,0
8478056,6,1,0,1,0,0,4,0.25,0,-2,0,0,0,0
8482807,24,2,4,6,0,0,19,0.105263,6,-3,0,0,0,0
8478147,16,1,0,1,1,0,10,0.1,30,2,0,0,0,0
8484901,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8477950,35,4,15,19,1,1,76,0.052632,10,-11,0,4,0,0
8483678,28,1,2,3,0,0,19,0.052632,17,-4,0,0,0,0
8477149,1,0,0,0,0,0,0,0.0,0,-2,0,0,0,0
8479942,9,0,1,1,0,0,5,0.0,15,-1,0,0,0,0
8478400,3,0,0,0,0,0,1,0.0,0,-1,0,0,0,0
8482172,33,2,4,6,1,0,34,0.058824,23,-7,0,0,0,0
8479388,5,0,0,0,0,0,1,0.0,7,-1,0,0,0,0
8481534,9,0,0,0,0,0,10,0.0,2,-4,0,0,0,0
8484135,3,1,0,1,0,0,2,0.5,2,1,0,0,0,0
8481093,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8480874,1,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8481576,2,0,0,0,0,0,0,0.0,0,1,0,0,0,0
8475906,11,1,3,4,0,0,19,0.052632,8,0,0,0,0,0
8478476,1,0,0,0,0,0,0,0.0,4,-2,0,0,0,0
8481848,4,0,0,0,0,0,3,0.0,0,0,0,0,0,0
8482666,14,1,5,6,0,0,23,0.043478,0,4,0,0,0,0
8479249,3,0,1,1,0,0,5,0.0,2,-1,0,0,0,0
8480205,14,0,1,1,0,0,13,0.0,0,0,0,0,0,0
8483465,2,0,0,0,0,0,8,0.0,0,0,0,0,0,0
8482663,2,1,0,1,0,0,1,1.0,0,0,0,0,0,0
8482470,5,0,1,1,0,0,6,0.0,2,-3,0,0,0,0
8483512,4,0,1,1,0,0,6,0.0,0,-4,0,0,0,0
8476425,6,0,1,1,0,0,3,0.0,10,1,0,0,0,0
8476432,26,7,12,19,1,0,70,0.1,4,3,2,3,1,1
8482747,22,0,2,2,0,0,20,0.0,2,7,0,0,0,0
8479356,19,2,2,4,1,0,28,0.071429,6,-6,0,2,0,0
8482088,1,1,0,1,1,0,2,0.5,0,1,0,0,0,0
8481065,8,0,1,1,0,0,9,0.0,0,-1,0,0,0,0
8481422,3,0,0,0,0,0,2,0.0,2,-2,0,0,0,0
8480070,15,0,1,1,0,0,10,0.0,2,-2,0,0,0,0
8475714,19,1,6,7,0,0,9,0.111111,4,1,1,1,0,0
8482802,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8482874,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8479341,4,0,0,0,0,0,8,0.0,0,0,0,0,0,0
8481486,8,0,0,0,0,0,4,0.0,0,-2,0,0,0,0
8482623,2,0,0,0,0,0,1,0.0,5,-3,0,0,0,0
8484783,18,0,6,6,0,0,21,0.0,8,-13,0,2,0,0
8483497,12,3,3,6,0,0,22,0.136364,4,-3,2,3,0,0
8479419,3,0,0,0,0,0,0,0.0,0,-2,0,0,0,0
8479533,11,1,0,1,0,0,10,0.1,0,-3,0,0,0,0
8484152,6,0,2,2,0,0,7,0.0,8,-4,0,1,0,0
8479523,13,1,3,4,1,0,15,0.066667,14,-2,0,0,0,0
8484164,2,0,0,0,0,0,2,0.0,0,0,0,0,0,0
8483481,11,2,1,3,0,0,12,0.166667,4,-10,1,1,0,0
8483506,9,0,5,5,0,0,22,0.0,0,1,0,3,0,0
8484197,9,0,4,4,0,0,10,0.0,4,-2,0,0,0,0
8482758,8,0,7,7,0,0,15,0.0,4,0,0,3,0,0
8484186,9,1,0,1,0,0,17,0.058824,11,-4,0,0,0,0
8483516,7,1,3,4,0,0,10,0.1,0,0,1,1,0,0
