,team_id,team_code,game_num,date,goals,pim,shots,pp_perc,ppg,pp_opp,fo_win,blocked,takeaways,giveaways,hits
475,3,NYR,2022020476,2022-12-16T00:00:00Z,3,6,20,100.0,1.0,1.0,51.0,14,14,9,19
476,52,WPG,2022020477,2022-12-16T01:00:00Z,2,15,41,0.0,0.0,4.0,46.9,10,8,8,18
477,16,CHI,2022020478,2022-12-16T01:30:00Z,1,2,25,0.0,0.0,2.0,54.3,10,3,16,23
478,21,COL,2022020479,2022-12-16T02:00:00Z,2,4,41,0.0,0.0,2.0,69.6,4,9,5,24
479,22,EDM,2022020480,2022-12-16T02:00:00Z,3,8,27,40.0,2.0,5.0,47.4,14,20,19,14
480,30,MIN,2022020481,2022-12-17T01:00:00Z,4,12,22,50.0,1.0,2.0,39.3,12,6,5,20
481,20,CGY,2022020482,2022-12-17T02:00:00Z,2,4,43,0.0,0.0,3.0,47.0,8,14,17,14
482,53,ARI,2022020483,2022-12-17T02:30:00Z,5,12,29,0.0,0.0,5.0,48.4,17,2,10,35
483,6,BOS,2022020484,2022-12-17T18:00:00Z,4,12,39,66.7,2.0,3.0,70.4,12,9,7,19
484,17,DET,2022020485,2022-12-17T18:00:00Z,3,10,32,14.3,1.0,7.0,37.3,15,3,7,14
485,22,EDM,2022020486,2022-12-17T21:00:00Z,3,8,49,33.3,2.0,6.0,43.3,9,9,11,24
486,12,CAR,2022020487,2022-12-18T00:00:00Z,5,14,38,50.0,2.0,4.0,49.3,16,8,7,20
487,1,NJD,2022020488,2022-12-18T00:30:00Z,2,6,32,0.0,0.0,3.0,45.6,16,3,12,12
488,4,PHI,2022020489,2022-12-18T00:00:00Z,3,2,32,0.0,0.0,4.0,48.1,11,6,15,22
489,8,MTL,2022020490,2022-12-18T00:00:00Z,1,19,23,0.0,0.0,3.0,57.7,12,5,8,16
490,15,WSH,2022020491,2022-12-18T00:00:00Z,5,4,28,0.0,0.0,2.0,39.5,18,5,9,37
491,53,ARI,2022020492,2022-12-18T02:00:00Z,2,10,31,16.7,1.0,6.0,52.5,14,6,15,28
492,21,COL,2022020493,2022-12-18T02:00:00Z,3,4,30,33.3,1.0,3.0,46.2,18,11,7,17
493,54,VGK,2022020494,2022-12-18T03:00:00Z,2,4,38,66.7,2.0,3.0,59.3,13,10,13,14
494,23,VAN,2022020495,2022-12-18T03:00:00Z,1,4,23,33.3,1.0,3.0,58.0,5,6,6,38
495,26,LAK,2022020496,2022-12-18T03:30:00Z,2,6,41,25.0,1.0,4.0,49.2,17,2,5,26
496,30,MIN,2022020497,2022-12-18T19:00:00Z,4,6,23,0.0,0.0,3.0,49.0,19,6,6,16
497,12,CAR,2022020498,2022-12-18T22:00:00Z,3,10,29,0.0,0.0,3.0,53.7,10,20,14,18
498,16,CHI,2022020499,2022-12-19T00:30:00Z,1,2,30,0.0,0.0,1.0,60.0,7,8,12,24
499,55,SEA,2022020500,2022-12-19T01:00:00Z,3,8,34,0.0,0.0,2.0,58.0,12,10,9,22
