,game_num,date,team_id,team_code,player_id,name,catches,toi,assists,goals,pim,shots,saves,pp_saves,sh_saves,ev_saves,sh_shots,ev_shots,pp_shots,decision,sv_perc,pp_sv_perc,sh_sv_perc,ev_sv_perc,home_away
106,2022020603,2023-01-04T01:00:00Z,52,WPG,8476945,Connor Hellebuyck,L,60:00,0,0,0,35,33,5,4,24,4,26,5,W,94.28571428571428,100.0,100.0,92.3076923076923,home
107,2022020604,2023-01-04T01:00:00Z,18,NSH,8477424,Juuse Saros,L,59:55,0,0,0,27,24,3,3,18,3,21,3,W,88.88888888888889,100.0,100.0,85.71428571428571,home
108,2022020605,2023-01-04T01:30:00Z,16,CHI,8471774,Alex Stalock,L,58:48,0,0,2,28,25,3,1,21,1,23,4,L,89.28571428571429,75.0,100.0,91.30434782608695,home
109,2022020606,2023-01-04T02:00:00Z,22,EDM,8475789,Jack Campbell,L,23:00,0,0,0,3,3,1,0,2,0,2,1,,100.0,100.0,NaN,100.0,home
110,2022020606,2023-01-04T02:00:00Z,22,EDM,8479973,Stuart Skinner,L,35:48,0,0,0,20,16,1,0,15,0,18,2,L,80.0,50.0,NaN,83.33333333333334,home
111,2022020607,2023-01-04T03:00:00Z,23,VAN,8477484,Spencer Martin,L,58:21,0,0,0,28,23,3,0,20,0,24,4,L,82.14285714285714,75.0,NaN,83.33333333333334,home
112,2022020608,2023-01-04T03:00:00Z,26,LAK,8477831,Pheonix Copley,L,60:00,0,0,0,30,28,6,0,22,0,24,6,W,93.33333333333333,100.0,NaN,91.66666666666666,home
113,2022020609,2023-01-05T00:00:00Z,17,DET,8478024,Ville Husso,L,60:00,0,0,0,27,22,1,1,20,1,23,3,L,81.48148148148148,33.33333333333333,100.0,86.95652173913044,home
114,2022020610,2023-01-05T02:30:00Z,30,MIN,8470594,Marc-Andre Fleury,L,2:03,0,0,0,0,0,0,0,0,0,0,0,,NaN,NaN,NaN,NaN,home
115,2022020610,2023-01-05T02:30:00Z,30,MIN,8479406,Filip Gustavsson,L,57:52,0,0,0,35,34,5,1,28,1,28,6,W,97.14285714285714,83.33333333333334,100.0,100.0,home
116,2022020611,2023-01-05T03:00:00Z,24,ANA,8476434,John Gibson,L,60:00,0,0,0,35,35,7,0,28,0,28,7,W,100.0,100.0,NaN,100.0,home
117,2022020612,2023-01-06T00:00:00Z,4,PHI,8479394,Carter Hart,L,60:00,0,0,0,23,21,0,0,21,0,23,0,W,91.30434782608695,NaN,NaN,91.30434782608695,home
118,2022020613,2023-01-06T00:00:00Z,8,MTL,8474596,Jake Allen,L,59:37,0,0,0,30,27,3,1,23,2,25,3,L,90.0,100.0,50.0,92.0,home
119,2022020614,2023-01-06T00:00:00Z,12,CAR,8481611,Pyotr Kochetkov,L,58:28,0,0,0,24,20,3,0,17,0,20,4,L,83.33333333333334,75.0,NaN,85.0,home
120,2022020615,2023-01-06T00:00:00Z,10,TOR,8476899,Matt Murray,L,60:00,0,0,0,26,21,1,3,17,3,21,2,L,80.76923076923077,50.0,100.0,80.95238095238095,home
121,2022020616,2023-01-06T00:00:00Z,1,NJD,8481033,Akira Schmid,L,57:59,0,0,0,18,14,2,3,9,3,12,3,L,77.77777777777779,66.66666666666666,100.0,75.0,home
122,2022020617,2023-01-06T00:00:00Z,29,CBJ,8478007,Elvis Merzlikins,L,59:45,0,0,0,37,31,1,0,30,0,34,3,L,83.78378378378379,33.33333333333333,NaN,88.23529411764706,home
123,2022020618,2023-01-06T02:00:00Z,22,EDM,8475789,Jack Campbell,L,59:58,0,0,0,22,20,3,1,16,1,18,3,W,90.9090909090909,100.0,100.0,88.88888888888889,home
124,2022020619,2023-01-06T03:00:00Z,23,VAN,8480420,Collin Delia,L,60:00,0,0,0,32,30,6,1,23,1,24,7,W,93.75,85.71428571428571,100.0,95.83333333333334,home
125,2022020620,2023-01-06T03:00:00Z,54,VGK,8478499,Adin Hill,L,60:00,0,0,0,40,38,7,1,30,1,32,7,W,95.0,100.0,100.0,93.75,home
126,2022020621,2023-01-06T03:30:00Z,26,LAK,8477831,Pheonix Copley,L,59:31,0,0,0,21,17,0,0,17,0,20,1,L,80.95238095238095,0.0,NaN,85.0,home
127,2022020622,2023-01-07T00:00:00Z,15,WSH,8479292,Charlie Lindgren,R,58:23,0,0,0,21,18,2,1,15,1,18,2,L,85.71428571428571,100.0,100.0,83.33333333333334,home
128,2022020623,2023-01-07T00:00:00Z,17,DET,8478024,Ville Husso,L,58:01,0,0,0,20,17,1,1,15,1,16,3,L,85.0,33.33333333333333,100.0,93.75,home
129,2022020624,2023-01-07T01:00:00Z,52,WPG,8476945,Connor Hellebuyck,L,60:00,0,0,0,28,26,5,1,20,1,22,5,W,92.85714285714286,100.0,100.0,90.9090909090909,home
130,2022020625,2023-01-07T01:30:00Z,16,CHI,8471774,Alex Stalock,L,59:57,0,0,0,22,22,0,0,22,0,22,0,W,100.0,NaN,NaN,100.0,home
131,2022020626,2023-01-07T02:00:00Z,20,CGY,8474593,Jacob Markstrom,L,60:00,0,0,0,25,24,1,2,21,2,22,1,W,96.0,100.0,100.0,95.45454545454545,home
132,2022020627,2023-01-07T03:00:00Z,24,ANA,8476932,Anthony Stolarz,L,61:06,0,0,0,41,37,1,1,35,1,39,1,W,90.2439024390244,100.0,100.0,89.74358974358975,home
133,2022020628,2023-01-07T18:00:00Z,1,NJD,8477970,Vitek Vanecek,L,62:47,0,0,0,34,31,2,1,28,1,31,2,W,91.17647058823529,100.0,100.0,90.32258064516128,home
134,2022020629,2023-01-07T21:00:00Z,29,CBJ,8476914,Joonas Korpisalo,L,64:56,0,0,0,42,39,5,3,31,3,32,7,W,92.85714285714286,71.42857142857143,100.0,96.875,home
135,2022020630,2023-01-08T00:00:00Z,10,TOR,8478492,Ilya Samsonov,L,59:28,0,0,0,23,22,4,2,16,2,17,4,W,95.65217391304348,100.0,100.0,94.11764705882352,home
136,2022020631,2023-01-08T00:00:00Z,7,BUF,8480045,Ukko-Pekka Luukkonen,L,64:41,0,0,0,44,39,8,1,30,1,33,10,W,88.63636363636364,80.0,100.0,90.9090909090909,home
137,2022020632,2023-01-08T00:00:00Z,9,OTT,8476341,Anton Forsberg,L,15:13,0,0,0,5,2,0,0,2,0,5,0,,40.0,NaN,NaN,40.0,home
