player_id,games_played,goals,assists,points,gwg,ot_goals,shots,shooting_pctg,pim,plus_minus,pp_goals,pp_points,sh_goals,sh_points
8482698,1,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8483510,32,1,4,5,0,0,37,0.027027,12,-6,0,1,0,0
8482785,2,0,1,1,0,0,2,0.0,0,0,0,0,0,0
8474090,15,0,2,2,0,0,10,0.0,11,-1,0,0,0,0
8484214,3,0,0,0,0,0,6,0.0,0,-1,0,0,0,0
8483930,9,0,1,1,0,0,4,0.0,2,1,0,0,0,0
8483686,15,0,1,1,0,0,11,0.0,8,2,0,0,0,0
8483567,1,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8484262,9,1,0,1,0,0,4,0.25,6,0,0,0,0,0
8483513,47,6,2,8,1,0,39,0.153846,17,-12,0,0,0,0
8479291,1,1,0,1,0,0,1,1.0,0,1,0,0,0,0
8478211,3,0,0,0,0,0,4,0.0,2,-3,0,0,0,0
8478147,2,0,0,0,0,0,2,0.0,5,0,0,0,0,0
8483487,24,3,3,6,0,0,37,0.081081,4,-3,0,0,0,0
8483630,24,9,1,10,2,0,42,0.214286,20,-4,4,4,0,0
8480021,19,0,0,0,0,0,16,0.0,4,-6,0,0,0,0
8483472,5,0,1,1,0,0,4,0.0,2,4,0,0,0,0
8484388,29,3,4,7,0,0,43,0.069767,8,1,1,3,0,0
8481599,8,0,1,1,0,0,8,0.0,0,3,0,0,0,0
8483463,5,0,0,0,0,0,6,0.0,0,-6,0,0,0,0
8478502,8,0,1,1,0,0,2,0.0,2,0,0,0,0,0
8481065,8,1,0,1,0,0,4,0.25,4,1,0,0,0,0
8479644,5,1,0,1,0,0,5,0.2,0,-2,0,0,0,0
8481535,38,2,3,5,0,0,35,0.057143,8,-4,0,0,0,0
8482804,3,0,0,0,0,0,1,0.0,0,1,0,0,0,0
8484150,34,2,5,7,0,0,33,0.060606,4,0,0,1,0,0
8481567,4,0,0,0,0,0,4,0.0,0,-1,0,0,0,0
8483841,5,0,0,0,0,0,2,0.0,2,-1,0,0,0,0
8477952,21,2,3,5,1,0,30,0.066667,16,-4,0,0,0,0
8481070,3,1,1,2,0,0,4,0.25,0,0,0,0,0,0
8482479,1,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8477979,6,0,2,2,0,0,5,0.0,6,1,0,0,0,0
8482641,6,0,1,1,0,0,4,0.0,0,0,0,0,0,1
8482167,2,0,0,0,0,0,1,0.0,0,0,0,0,0,0
8476952,8,0,1,1,0,0,8,0.0,6,0,0,0,0,0
8484185,41,10,5,15,0,0,57,0.175439,10,-18,2,3,0,0
8479368,21,3,2,5,2,0,22,0.136364,9,3,0,0,0,0
8482874,36,2,3,5,0,0,33,0.060606,32,-9,0,0,0,0
8477499,44,1,13,14,0,0,58,0.017241,16,10,0,1,0,2
8481077,11,2,2,4,0,0,11,0.181818,0,-3,0,2,0,0
8481030,20,0,7,7,0,0,17,0.0,6,4,0,0,0,0
8485511,4,1,0,1,1,0,3,0.333333,0,-1,0,0,0,0
8484994,28,9,10,19,2,0,46,0.195652,6,2,3,5,0,0
8484230,32,3,7,10,0,0,31,0.096774,5,3,0,0,0,1
8479388,4,0,0,0,0,0,1,0.0,0,1,0,0,0,0
8482781,1,0,0,0,0,0,1,0.0,0,1,0,0,0,0
8477021,34,7,6,13,0,0,28,0.25,23,0,0,0,0,1
8484142,43,5,12,17,0,0,43,0.116279,16,-6,1,4,0,0
8483491,13,2,1,3,0,0,12,0.166667,2,1,0,0,0,0
8482673,2,0,0,0,0,0,3,0.0,0,-1,0,0,0,0
8482168,2,0,1,1,0,0,1,0.0,0,1,0,0,0,0
8477034,4,0,0,0,0,0,1,0.0,2,-5,0,0,0,0
8475413,2,0,0,0,0,0,1,0.0,0,-1,0,0,0,0
8476988,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8484287,3,0,0,0,0,0,1,0.0,0,1,0,0,0,0
8477320,4,0,1,1,0,0,4,0.0,0,1,0,0,0,0
8481517,6,0,0,0,0,0,1,0.0,0,-2,0,0,0,0
8482766,3,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8481732,7,1,1,2,0,0,5,0.2,0,-2,0,0,0,0
8483406,36,3,4,7,0,0,38,0.078947,7,0,0,0,0,0
8485512,39,2,3,5,0,0,33,0.060606,14,-6,0,0,0,0
8483526,6,0,1,1,0,0,4,0.0,0,3,0,0,0,0
8479639,3,0,0,0,0,0,2,0.0,2,1,0,0,0,0
8482451,5,1,0,1,0,0,6,0.166667,0,-1,0,0,0,0
8483466,13,0,2,2,0,0,7,0.0,4,-4,0,0,0,0
8476391,1,0,0,0,0,0,1,0.0,0,1,0,0,0,0
8483771,19,3,2,5,0,0,15,0.2,4,-1,0,0,0,0
8480192,34,0,8,8,0,0,30,0.0,38,0,0,0,0,0
8483766,2,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8479550,10,0,5,5,0,0,12,0.0,4,0,0,1,0,0
8481600,19,2,2,4,0,0,12,0.166667,2,1,0,0,0,0
8484797,9,1,3,4,0,0,15,0.066667,0,1,0,0,0,0
8479718,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0
8479314,31,13,21,34,1,0,88,0.147727,48,-6,4,13,0,0
8478967,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8482192,3,0,0,0,0,0,3,0.0,2,0,0,0,0,0
8484177,33,2,6,8,0,0,47,0.042553,14,-3,0,0,0,0
8481028,22,1,2,3,0,0,19,0.052632,17,-4,0,0,0,0
8480007,4,0,1,1,0,0,6,0.0,0,-2,0,0,0,0
8483448,4,0,1,1,0,0,2,0.0,0,1,0,0,0,0
8481547,1,0,0,0,0,0,1,0.0,0,1,0,0,0,0
8483756,23,0,4,4,0,0,32,0.0,4,0,0,0,0,0
8484509,24,2,2,4,0,0,9,0.222222,6,2,0,0,0,0
8477971,3,0,0,0,0,0,2,0.0,2,-1,0,0,0,0
8479387,3,0,1,1,0,0,0,0.0,4,-1,0,0,0,0
8483505,3,1,0,1,0,0,8,0.125,4,1,0,0,0,0
8483546,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0
8485251,3,0,0,0,0,0,2,0.0,5,-1,0,0,0,0
8482993,16,5,0,5,0,0,25,0.2,12,-4,0,0,0,0
8484933,4,0,1,1,0,0,3,0.0,0,-1,0,0,0,0
8484938,20,3,2,5,0,0,24,0.125,2,1,0,0,1,1
8481572,5,0,0,0,0,0,7,0.0,4,0,0,0,0,0
8482153,3,0,1,1,0,0,2,0.0,0,-1,0,0,0,0
8482742,25,4,1,5,0,0,32,0.125,21,3,0,1,0,0
8479942,18,3,0,3,0,0,13,0.230769,7,0,0,0,0,0
8482652,3,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8483675,2,0,0,0,0,0,5,0.0,0,-1,0,0,0,0
8483699,1,1,0,1,0,0,1,1.0,0,1,0,0,0,0
8481534,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8477931,21,2,2,4,1,0,8,0.25,4,-8,0,0,0,0
8482715,18,2,9,11,1,0,11,0.181818,6,0,0,2,0,0
8483731,17,5,4,9,1,0,23,0.217391,2,3,0,0,0,0
8475718,9,1,1,2,1,0,7,0.142857,6,5,0,0,0,0
8480870,13,3,2,5,2,0,15,0.2,0,4,0,0,1,1
8484188,17,2,2,4,1,0,20,0.1,6,6,0,0,0,0
8479543,9,0,0,0,0,0,2,0.0,35,-4,0,0,0,0
8480326,5,0,0,0,0,0,2,0.0,0,0,0,0,0,0
8482107,18,2,4,6,0,0,15,0.133333,2,-4,0,1,0,0
8481518,12,1,0,1,0,0,13,0.076923,6,-4,0,0,0,0
8484873,14,3,7,10,0,0,22,0.136364,8,-3,1,6,0,0
8482067,3,0,0,0,0,0,2,0.0,4,-3,0,0,0,0
8475253,3,0,0,0,0,0,3,0.0,5,0,0,0,0,0
8482162,3,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8486056,6,1,0,1,0,0,5,0.2,2,-2,0,0,0,0
8481575,11,0,3,3,0,0,11,0.0,0,3,0,1,0,0
8483435,2,0,0,0,0,0,1,0.0,0,0,0,0,0,0
8484759,4,1,1,2,0,0,5,0.2,2,-1,0,1,0,0
8485391,12,3,6,9,0,0,36,0.083333,4,-1,0,2,0,0
8481186,13,0,2,2,0,0,13,0.0,4,-1,0,0,0,0
8483669,11,3,1,4,0,0,15,0.2,5,0,0,0,0,0
8484793,7,1,1,2,1,0,6,0.166667,9,-1,0,0,0,0
8484169,9,0,2,2,0,0,3,0.0,4,4,0,0,0,0
8482802,8,0,0,0,0,0,3,0.0,0,-3,0,0,0,0
8478888,3,1,0,1,0,0,2,0.5,0,2,0,0,0,0
8485406,9,4,6,10,1,1,32,0.125,6,4,2,4,0,0
8483444,3,0,0,0,0,0,2,0.0,0,-1,0,0,0,0
8480075,6,0,1,1,0,0,5,0.0,0,0,0,0,0,0
8484406,6,1,0,1,0,0,2,0.5,2,1,0,0,0,0
8483397,7,0,0,0,0,0,0,0.0,0,-2,0,0,0,0
8482731,6,0,0,0,0,0,9,0.0,2,1,0,0,0,0
8482663,1,0,0,0,0,0,1,0.0,0,-1,0,0,0,0
8484234,6,0,1,1,0,0,9,0.0,2,0,0,0,0,0
8484999,4,1,3,4,0,0,7,0.142857,2,1,1,1,0,0
8483687,4,0,3,3,0,0,6,0.0,0,4,0,0,0,0
8483712,4,0,1,1,0,0,3,0.0,0,2,0,1,0,0
8485467,4,0,1,1,0,0,3,0.0,2,-2,0,0,0,0
8480291,4,0,0,0,0,0,2,0.0,2,-2,0,0,0,0
8481004,2,0,0,0,0,0,0,0.0,2,1,0,0,0,0
8477851,1,0,0,0,0,0,0,0.0,0,-1,0,0,0,0
8482174,3,0,0,0,0,0,2,0.0,0,1,0,0,0,0
8484380,3,0,2,2,0,0,4,0.0,4,3,0,0,0,0
8483709,4,0,0,0,0,0,0,0.0,2,0,0,0,0,0
8484220,2,0,1,1,0,0,3,0.0,0,0,0,0,0,0
8485395,2,0,1,1,0,0,2,0.0,2,1,0,0,0,0
8482873,2,0,0,0,0,0,0,0.0,0,1,0,0,0,0
8483467,3,0,2,2,0,0,4,0.0,0,2,0,0,0,0
8482525,2,0,0,0,0,0,1,0.0,2,1,0,0,0,0
8486166,2,0,0,0,0,0,0,0.0,0,1,0,0,0,0
8484152,3,0,0,0,0,0,4,0.0,2,0,0,0,0,0
8484242,3,0,0,0,0,0,2,0.0,2,0,0,0,0,0
8480853,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0
8482187,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8484392,1,0,1,1,0,0,0,0.0,0,1,0,0,0,0
8485388,1,0,1,1,0,0,2,0.0,0,0,0,0,0,0
8478409,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8483760,1,0,1,1,0,0,0,0.0,4,3,0,0,0,0
8484148,1,1,1,2,0,0,1,1.0,0,1,0,0,0,0
8481093,1,0,0,0,0,0,2,0.0,0,1,0,0,0,0
8486169,1,0,0,0,0,0,0,0.0,0,-2,0,0,0,0
8475857,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0
8483482,1,1,0,1,0,0,2,0.5,0,2,0,0,0,0
8483696,1,0,1,1,0,0,1,0.0,0,1,0,0,0,0
