"game_id","game_period","event_id","time_in_period","time_remaining","situation_code","home_def_code","type_code","event_name","event_owner_team_id","zone_code","x_coord","y_coord","shot_type","goalie_in_id","score_player_id","score_player_total","assist_1_player_id","assist_1_player_total","assist_2_player_id","assist_2_player_total","away_score","home_score","video_link"
2024021059,2,661,"6:49","13:11",1551,"left",505,"goal",10,"O",84,4,"backhand",8476341,8477939,37,8481582,7,8478443,9,0,1,"https://nhl.com/video/ott-tor-nylander-scores-goal-against-linus-ullmark-6370097700112"
2024021076,2,550,"1:39","18:21",1451,"left",505,"goal",10,"O",62,22,"slap",8478916,8477939,38,8478483,60,8479318,34,1,2,"https://nhl.com/video/cgy-tor-nylander-scores-goal-against-dustin-wolf-6370168412112"
2024020195,2,700,"9:58","10:02",1451,"left",505,"goal",10,"O",86,22,"wrist",NULL,8477939,10,8478483,14,8476853,4,0,2,"https://nhl.com/video/bos-tor-nylander-scores-ppg-against-jeremy-swayman-6364263492112"
2024021130,1,413,"15:11","4:49",1451,"right",505,"goal",10,"O",-76,-25,"wrist",8479973,8477939,39,8482720,21,8479318,37,1,2,"https://nhl.com/video/phi-tor-nylander-scores-goal-against-samuel-ersson-6370557245112"
2024020301,3,889,"3:01","16:59",1451,"right",505,"goal",10,"O",-66,16,"snap",8478492,8477939,13,8478483,19,8475166,9,0,2,"https://nhl.com/video/vgk-tor-nylander-scores-ppg-against-adin-hill-6364974630112"
2024021130,2,648,"11:55","8:05",1551,"left",505,"goal",10,"O",51,4,"wrist",8473503,8477939,40,8475166,33,8482259,13,1,5,"https://nhl.com/video/phi-tor-nylander-scores-goal-against-samuel-ersson-6370557882112"
2024020333,2,724,"10:50","9:10",1551,"left",505,"goal",10,"O",77,-2,"backhand",8478435,8477939,14,NULL,NULL,NULL,NULL,1,3,"https://nhl.com/video/uta-tor-nylander-scores-goal-against-karel-vejmelka-6365139868112"
2024020378,3,1165,"18:44","1:16",1560,"left",505,"goal",10,"N",23,33,"wrist",8480045,8477939,NULL,8479318,8,8482720,5,5,3,NULL
2024020227,2,512,"5:39","14:21",1451,"left",505,"goal",10,"O",64,3,"wrist",8478048,8477939,11,8482720,3,8476853,8,0,2,"https://nhl.com/video/mtl-tor-nylander-scores-ppg-against-samuel-montembeault-6364489227112"
2024020406,3,920,"5:06","14:54",1351,"right",505,"goal",10,"O",-77,-15,"wrist",8480947,8477939,16,8482720,6,8478483,27,1,3,"https://nhl.com/video/nsh-tor-nylander-scores-ppg-against-juuse-saros-6365565055112"
2024020659,1,232,"7:29","12:31",1551,"right",505,"goal",10,"O",59,0,"snap",8480045,8477939,24,NULL,NULL,NULL,NULL,2,0,"https://nhl.com/video/tor-car-nylander-scores-goal-against-pyotr-kochetkov-6366886108112"
2024021152,1,342,"14:40","5:20",1541,"left",505,"goal",10,"O",-82,9,"wrist",8477480,8477939,41,8482720,23,8475166,34,1,1,"https://nhl.com/video/tor-sjs-nylander-scores-goal-against-alexandar-georgiev-6370663468112"
2024020433,2,551,"2:32","17:28",1541,"right",505,"goal",10,"O",49,21,"slap",8475809,8477939,17,8478483,28,8479318,10,2,2,"https://nhl.com/video/tor-pit-nylander-scores-ppg-against-tristan-jarry-6365705092112"
2024020807,3,906,"8:16","11:44",1551,"right",505,"goal",10,"O",-77,1,"wrist",8479361,8477939,29,8480995,6,8477503,15,2,1,"https://nhl.com/video/william-nylander-with-a-goal-vs-minnesota-wild-6367975986112"
2024021152,3,1102,"19:46","0:14",651,"left",505,"goal",10,"O",-69,11,"wrist",8475683,8477939,42,8478483,67,8479318,38,5,5,"https://nhl.com/video/tor-sjs-nylander-scores-goal-against-alexandar-georgiev-6370668064112"
2024020459,1,394,"14:17","5:43",1551,"right",505,"goal",10,"O",-77,4,"bat",8481035,8477939,18,8474157,5,8476853,12,0,2,"https://nhl.com/video/ana-tor-nylander-scores-goal-against-lukas-dostal-6365924503112"
